4344,"Kate Graham","1989-09-05",""
4345,"Kate Higgins","1969-08-16",""
4346,"Kate Luyben","1972-06-30",""
4347,"Kate Maberly","1982-03-14",""
4348,"Kate Magowan","1975-06-01",""
4349,"Kate McKinnon","1984-01-06",""
4350,"Kate Upton","1992-06-10",""
4351,"Kate Walsh","1967-10-13",""
4352,"Kate Winslet","1975-10-05",""
4353,"Kath Soucie","1953-11-18",""
4354,"Katharina SchÃ¼ttler","1979-10-20",""
4355,"Katharine Isabelle","1981-11-02",""
4356,"Katharine McPhee","1984-03-25",""
4357,"Katharine Ross","1940-01-29",""
4358,"Katherine Boecher","1981-08-10",""
4359,"Katherine Brooks","",""
4360,"Katherine Dieckmann","",""
4361,"Katherine Helmond","1929-07-05",""
4362,"Katherine LaNasa","1966-12-01",""
4363,"Katherine McNamara","1995-11-22",""
4364,"Katherine Parkinson","",""
4365,"Katherine Waterston","1980-03-03",""
4366,"Kathleen Freeman","",""
4367,"Kathleen Kinmont","1965-02-03",""
4368,"Kathleen Munroe","1982-04-09",""
4369,"Kathleen Quinlan","1954-11-19",""
4370,"Kathleen Robertson","1973-07-08",""
4371,"Kathleen Rose Perkins","1974-11-15",""
4372,"Kathleen Turner","1954-06-19",""
4373,"Kathleen Wilhoite","1964-06-29",""
4374,"Kathryn Bigelow","1951-11-27",""
4375,"Kathryn Erbe","1965-07-05",""
4376,"Kathryn Joosten","1939-12-20","2012-06-02"
4377,"Kathryn Morris","1969-01-28",""
4378,"Kathy Baker","1950-06-08",""
4379,"Kathy Griffin","1960-11-04",""
4380,"Kathy Uyen","1981-04-28",""
4381,"Kati Outinen","1961-08-17",""
4382,"Katia Winter","1983-10-13",""
4383,"Katie Aselton","1978-10-01",""
4384,"Katie Leclerc","1986-11-06",""
4385,"Katie Lowes","",""
4386,"Katja von Garnier","1966-12-15",""
4387,"Katrina Bowden","1988-09-19",""
4388,"Katrina Kaif","1984-07-16",""
4389,"Katrina Law","1985-09-30",""
4390,"Katsuhiro Ã”tomo","1954-04-14",""
4391,"Katt Shea","",""
4392,"Katt Williams","",""
4393,"Katy Helvenston-Wettengal","",""
4394,"Katy Jurado","1924-01-16","2002-07-05"
4395,"Katy Mixon","1981-03-30",""
4396,"Kay Panabaker","1990-05-02",""
4397,"Kay Pollak","1938-05-21",""
4398,"Kayden Kross","1985-09-15",""
4399,"Kayla Ewell","1985-08-27",""
4400,"Kayla Jackson","",""
4401,"Kayla Raparelli","",""
4402,"Kaylee DeFer","1986-09-23",""
4403,"Kayvan Novak","1978-11-23",""
4404,"Kazunari Ninomiya","1983-06-17",""
4405,"Keanu Reeves","1964-09-02",""
4406,"Keegan Connor Tracy","1971-12-03",""
4407,"Keegan-Michael Key","1971-03-22",""
4408,"Keeley Hawes","1976-02-10",""
4409,"Keenan Tracey","",""
4410,"Keenan Wynn","1916-07-27","1986-10-14"
4411,"Keenen Ivory Wayans","1958-06-08",""
4412,"Keir Dullea","1936-05-30",""
4413,"Keir O'Donnell","1978-11-08",""
4414,"Keisha Castle-Hughes","1990-03-24",""
4415,"Keith Allen","1953-09-02",""
4416,"Keith Carradine","1949-08-08",""
4417,"Keith Gordon","1919-05-26","1989-09-10"
4418,"Keith Hudson","",""
4419,"Keith Parmer","",""
4420,"Keith Richards","1943-12-18",""
4421,"Kel O'Neill","",""
4422,"Kelen Coleman","",""
4423,"Kelli Barrett","1984-01-26",""
4424,"Kelli Garner","1984-04-11",""
4425,"Kelli Williams","1970-06-08",""
4426,"Kellie Martin","1975-10-16",""
4427,"Kelly Asbury","1960-01-15",""
4428,"Kelly Brook","1979-11-23",""
4429,"Kelly Carlson","1976-02-17",""
4430,"Kelly Clarkson","1982-04-24",""
4431,"Kelly Jo Minter","1966-09-24",""
4432,"Kelly Keaton","",""
4433,"Kelly LeBrock","1960-03-24",""
4434,"Kelly Lin","1975-10-29",""
4435,"Kelly Lynch","1959-01-31",""
4436,"Kelly Macdonald","1976-02-23",""
4437,"Kelly Makin","",""
4438,"Kelly Paterniti","1987-12-06",""
4439,"Kelly Preston","1962-10-13",""
4440,"Kelly Reichardt","",""
4441,"Kelly Reno","1966-06-19",""
4442,"Kelly Ripa","1970-10-02",""
4443,"Kelly Rowan","1965-10-26",""
4444,"Kelly Rutherford","1968-11-06",""
4445,"Kelsey Grammer","1955-02-21",""
4446,"Kelvin Han Yee","",""
4447,"Ken Annakin","1914-08-10","2009-04-22"
4448,"Ken Arnold","",""
4449,"Ken Bevel","",""
4450,"Ken Burns","1953-07-29",""
4451,"Ken Davis","",""
4452,"Ken Davitian","1953-06-19",""
4453,"Ken Del Conte","1941-11-02",""
4454,"Ken Foree","1948-02-29",""
4455,"Ken Howard","1944-03-28","2016-03-23"
4456,"Ken Kwapis","1957-08-17",""
4457,"Ken Leung","1970-01-21",""
4458,"Ken Loach","1936-06-17",""
4459,"Ken Marino","1968-12-19",""
4460,"Ken Roht","",""
4461,"Ken Sansom","1927-04-02","2012-10-08"
4462,"Ken Scott","",""
4463,"Ken Shapiro","",""
4464,"Ken Siu","",""
4465,"Ken Takakura","1931-02-16","2014-11-10"
4466,"Kenan Thompson","1978-05-10",""
4467,"Kendrick Cross","1971-05-01",""
4468,"Kendyl Joi","",""
4469,"Kenneth Branagh","1960-12-10",""
4470,"Kenneth Colley","1937-12-07",""
4471,"Kenneth Cranham","1944-12-12",""
4472,"Kenneth Johnson","",""
4473,"Kenneth Lonergan","1962-10-16",""
4474,"Kenneth Mars","1935-04-04","2011-02-12"
4475,"Kenneth Mitchell","",""
4476,"Kenneth Nkosi","",""
4477,"Kenneth Tobey","1917-03-23","2002-12-22"
4478,"Kenneth Williams","1966-11-22",""
4479,"Kenny Baker","1969-07-30",""
4480,"Kenny Johnston","1968-08-07",""
4481,"Kenny Ortega","1950-04-18",""
4482,"Kent Alterman","",""
4483,"Kent McCord","1942-09-26",""
4484,"Keram Malicki-SÃ¡nchez","1974-05-14",""
4485,"Keri Lynn Pratt","1978-09-23",""
4486,"Keri Maletto","1977-12-26",""
4487,"Kerr Smith","1972-03-09",""
4488,"Kerry BishÃ©","",""
4489,"Kerry Cahill","",""
4490,"Kerry Condon","1983-01-04",""
4491,"Kerry Conran","1964-11-06",""
4492,"Keshia Knight Pulliam","1979-04-09",""
4493,"Kesun Loder","1993-05-22",""
4494,"Kevin Alejandro","1976-04-07",""
4495,"Kevin Allen","1962-09-15",""
4496,"Kevin Bray","1965-08-19",""
4497,"Kevin Breznahan","1968-11-24",""
4498,"Kevin Brodie","1952-05-31",""
4499,"Kevin Brown","",""
4500,"Kevin Carraway","",""
4501,"Kevin Chamberlin","1963-11-25",""
4502,"Kevin Clash","1960-09-17",""
4503,"Kevin Connolly","1974-03-05",""
4504,"Kevin Corrigan","1969-03-27",""
4505,"Kevin Costner","1955-01-18",""
4506,"Kevin Dillon","1965-08-19",""
4507,"Kevin Donovan","",""
4508,"Kevin Dunn","1956-08-24",""
4509,"Kevin G. Schmidt","1988-08-16",""
4510,"Kevin Gage","1959-05-26",""
4511,"Kevin Greutert","1965-03-31",""
4512,"Kevin Grevioux","1962-09-09",""
4513,"Kevin Hamedani","1982-12-25",""
4514,"Kevin Hooks","1958-09-19",""
4515,"Kevin Howarth","",""
4516,"Kevin J. O'Connor","",""
4517,"Kevin Jordan","",""
4518,"Kevin Leslie","",""
4519,"Kevin Lima","",""
4520,"Kevin Macdonald","1961-05-16",""
4521,"Kevin McCarthy","",""
4522,"Kevin McGowan","",""
4523,"Kevin McHale","1988-06-14",""
4524,"Kevin McNally","1956-04-27",""
4525,"Kevin Michael Richardson","1964-10-25",""
4526,"Kevin Munroe","",""
4527,"Kevin Nash","1959-07-09",""
4528,"Kevin Nealon","1953-11-18",""
4529,"Kevin P. Farley","1965-06-08",""
4530,"Kevin Peter Hall","1955-05-09","1991-04-10"
4531,"Kevin Pollak","1957-10-30",""
4532,"Kevin Rahm","1971-01-07",""
4533,"Kevin Rankin","1976-04-18",""
4534,"Kevin Reynolds","1952-01-17",""
4535,"Kevin Rodney Sullivan","1958-08-03",""
4536,"Kevin Scott Richardson","1971-10-03",""
4537,"Kevin Smith","1970-08-02",""
4538,"Kevin Spacey","1959-07-26",""
4539,"Kevin Sussman","1970-12-04",""
4540,"Kevin Tancharoen","1984-04-23",""
4541,"Kevin Tenney","1955-10-16",""
4542,"Kevin Tighe","1944-08-13",""
4543,"Kevin Williamson","1965-03-14",""
4544,"Kevin Zegers","1984-09-19",""
4545,"Kevork Malikyan","1943-06-02",""
4546,"Khaira Arby","",""
4547,"Khalid Abdalla","1980-12-30",""
4548,"Khalid Mohamed","",""
4549,"Khalil Sullins","",""
4550,"Khamani Griffin","1998-08-01",""
4551,"Khandi Alexander","1957-09-04",""
4552,"Khulan Chuluun","1985-05-30",""
4553,"Khyentse Norbu","",""
4554,"Ki Hong Lee","",""
4555,"Kick Gurry","1978-05-25",""
4556,"Kief Davidson","1970-05-12",""
4557,"Kieran Culkin","1982-09-30",""
4558,"Kiernan Shipka","1999-11-10",""
4559,"Kiersey Clemons","1993-12-17",""
4560,"Kieu Chinh","",""
4561,"Kim Chan","1917-12-28","2008-10-05"
4562,"Kim Darby","1947-07-08",""
4563,"Kim De Angelo","",""
4564,"Kim Delaney","1961-11-29",""
4565,"Kim Dickens","1965-06-18",""
4566,"Kim Director","1974-11-13",""
4567,"Kim Farrant","",""
4568,"Kim Hunter","1947-06-15",""
4569,"Kim Ly","",""
4570,"Kim Nguyen","",""
4571,"Kim Shaw","",""
4572,"Kim Thomson","",""
4573,"Kim-Marie Woodhouse","",""
4574,"Kimberley Crossman","1990-05-24",""
4575,"Kimberly Beck","1956-01-09",""
4576,"Kimberly Elise","1967-04-17",""
4577,"Kimberly J. Brown","",""
4578,"Kimberly Peirce","1967-09-08",""
4579,"Kimberly Williams-Paisley","1971-09-14",""
4580,"Kimble Rendall","",""
4581,"King Vidor","1894-02-08","1982-11-01"
4582,"Kinka Usher","",""
4583,"Kiowa Gordon","1990-03-25",""
4584,"Kip Pardue","1975-09-23",""
4585,"Kira McLean","",""
4586,"Kiran Shah","1956-09-28",""
4587,"Kirby Bliss Blanton","1990-10-24",""
4588,"Kirby Heyborne","",""
4589,"Kirk Baltz","1959-09-14",""
4590,"Kirk Cameron","1970-10-12",""
4591,"Kirk De Micco","",""
4592,"Kirk Fox","1969-08-26",""
4593,"Kirk Jones","1964-10-31",""
4594,"Kirk Loudon","",""
4595,"Kirk Wong","",""
4596,"Kirpatrick Thomas","",""
4597,"Kirsten Collins","",""
4598,"Kirsten Day","",""
4599,"Kirsten Dunst","1982-04-30",""
4600,"Kirsten Sheridan","1976-07-14",""
4601,"Kirstie Alley","1951-01-12",""
4602,"Kiyoshi Kurosawa","1955-07-19",""
4603,"Kjell Nilsson","",""
4604,"Klaus Kinski","1926-10-18","1991-11-23"
4605,"Klaus Maria Brandauer","1943-06-22",""
4606,"Klaus Menzel","",""
4607,"Kodi Smit-McPhee","1996-06-13",""
4608,"KÃ´ji Yakusho","1956-01-01",""
4609,"Konstantin Khabenskiy","1972-01-11",""
4610,"Konstantin Lavronenko","1961-04-20",""
4611,"Kostja Ullmann","1984-05-30",""
4612,"Kris Isacsson","",""
4613,"Kris Marshall","1973-04-01",""
4614,"Kris Sommerville","",""
4615,"Krista Allen","1971-04-05",""
4616,"Kristen Cloke","1968-09-02",""
4617,"Kristen Connolly","1980-07-12",""
4618,"Kristen Johnston","1967-09-20",""
4619,"Kristen Quintrall","",""
4620,"Kristen Seavey","",""
4621,"Kristen Stewart","1990-04-09",""
4622,"Kristi Clainos","1974-07-12",""
4623,"Kristian Bruun","",""
4624,"Kristin Booth","1974-08-28",""
4625,"Kristin Davis","1965-02-23",""
4626,"Kristin Lehman","1972-05-03",""
4627,"Kristin Rizzo","",""
4628,"Kristin Scott Thomas","1960-05-24",""
4629,"Kristoffer Polaha","1977-02-18",""
4630,"Kristy Swanson","1969-12-19",""
4631,"Kriv Stenders","",""
4632,"Krysta Rodriguez","1984-07-23",""
4633,"Kumar Gaurav","1960-07-11",""
4634,"Kundan Shah","1947-10-19",""
4635,"Kunihiko Yuyama","1952-10-15",""
4636,"Kuno Becker","1978-01-14",""
4637,"Kurt Angle","1969-12-09",""
4638,"Kurt Fuller","1953-09-16",""
4639,"Kurt Hale","",""
4640,"Kurt Loder","1945-05-05",""
4641,"Kurt Voss","1963-09-16",""
4642,"Kurt Wimmer","",""
4643,"Kurtwood Smith","1943-07-03",""
4644,"Kwesi Ameyaw","1975-08-24",""
4645,"Kwok-Kwan Chan","1975-08-01",""
4646,"Kyla Pratt","1986-09-16",""
4647,"Kyla Wise","",""
4648,"Kyle Balda","1971-03-09",""
4649,"Kyle Gass","1960-07-14",""
4650,"Kyle Hebert","1969-06-14",""
4651,"Kyle Schmid","1984-08-03",""
4652,"Kylie Bunbury","1989-01-30",""
4653,"Kylie Minogue","1968-05-28",""
4654,"Kyra Nichols","",""
4655,"Kyra Sedgwick","1965-08-19",""
4656,"Kyung-gu Sol","1968-05-01",""
4657,"L.Q. Jones","1933-03-14",""
4658,"La'Princess Jackson","",""
4659,"Laila Haley","",""
4660,"Lainie Kazan","1940-05-15",""
4661,"Laird John Hamilton","1964-03-02",""
4662,"Lajos Koltai","1946-04-02",""
4663,"Lalaine","1987-06-03",""
4664,"Lambert Wilson","1958-08-03",""
4665,"Lamman Rucker","1971-10-06",""
4666,"Lana Wachowski","1965-06-21",""
4667,"Lance Gross","1981-07-08",""
4668,"Lance Hool","1948-05-11",""
4669,"Lance Kawas","",""
4670,"Lance McDaniel","",""
4671,"Lance Mungia","",""
4672,"Lance Rivera","",""
4673,"Landon Liboiron","",""
4674,"Lane Smith","1936-04-29","2005-06-13"
4675,"Lara Flynn Boyle","1970-03-24",""
4676,"Lara Jean Chorostecki","1984-09-24",""
4677,"Lara Jill Miller","1967-04-20",""
4678,"Lara Pulver","1980-09-01",""
4679,"Laraine Day","1920-10-13","2007-11-10"
4680,"Larenz Tate","1975-09-08",""
4681,"Lark Voorhies","1974-03-25",""
4682,"Larry Bagby","1974-03-07",""
4683,"Larry Blamire","",""
4684,"Larry Charles","1956-12-01",""
4685,"Larry Clark","1943-01-19",""
4686,"Larry David","1947-07-02",""
4687,"Larry Drake","1949-02-21","2016-03-17"
4688,"Larry Fessenden","1963-03-23",""
4689,"Larry Hankin","1940-08-31",""
4690,"Larry Joe Campbell","1970-11-29",""
4691,"Larry King","1933-11-19",""
4692,"Larry Miller","1953-10-15",""
4693,"Larry Mullen Jr.","1961-10-31",""
4694,"Larry Poindexter","1959-12-16",""
4695,"Larry the Cable Guy","1963-02-17",""
4696,"Lars Mikkelsen","1964-05-06",""
4697,"Lars Ulrich","1963-12-26",""
4698,"Lars von Trier","1956-04-30",""
4699,"Laslo Benedek","1905-03-05","1992-03-11"
4700,"Lasse HallstrÃ¶m","1946-06-02",""
4701,"Lateef Crowder","1977-11-23",""
4702,"Laura Breckenridge","1983-08-22",""
4703,"Laura Brent","",""
4704,"Laura Flanders","1961-12-05",""
4705,"Laura Fraser","1976-07-24",""
4706,"Laura Harring","1964-03-03",""
4707,"Laura Harris","",""
4708,"Laura Morante","1956-08-21",""
4709,"Laura Ramsey","1982-11-14",""
4710,"Laura San Giacomo","1962-11-14",""
4711,"Laura Spencer","1969-06-19",""
4712,"Laura-Leigh","",""
4713,"Laurel Holloman","1971-05-23",""
4714,"Lauren Ambrose","1978-02-20",""
4715,"Lauren C. Mayhew","1985-11-27",""
4716,"Lauren Cohan","1982-01-07",""
4717,"Lauren German","1978-11-29",""
4718,"Lauren Gottlieb","",""
4719,"Lauren Holly","1963-10-28",""
4720,"Lauren Lazin","",""
4721,"Lauren Lee Smith","1980-06-19",""
4722,"Lauren London","1984-12-05",""
4723,"Lauren Sweetser","1988-02-11",""
4724,"Laurence Dunmore","",""
4725,"Laurence Fox","1978-05-26",""
4726,"Laurence Olivier","1907-05-22","1989-07-11"
4727,"Laurent Bouhnik","1961-04-07",""
4728,"Laurent Cantet","1961-06-15",""
4729,"Laurent Poitrenaux","",""
4730,"Laurent Tirard","",""
4731,"Laurie Collyer","",""
4732,"Laurie Metcalf","1955-06-16",""
4733,"Lauryn Hill","1975-05-26",""
4734,"Lawrence Gilliard Jr.","1971-09-22",""
4735,"Lawrence Guterman","",""
4736,"Lawrence Kasanoff","1959-06-01",""
4737,"Lawrence Kasdan","1949-01-14",""
4738,"Laz Alonso","1974-03-25",""
4739,"LÃ©a Drucker","1972-01-23",""
4740,"Lea Michele","1986-08-29",""
4741,"LÃ©a Pool","",""
4742,"Lea Thompson","1961-05-31",""
4743,"Leah Remini","1970-06-15",""
4744,"Lee Arenberg","1962-07-18",""
4745,"Lee Armstrong","",""
4746,"Lee Daniels","1959-12-24",""
4747,"Lee Evans","1964-02-25",""
4748,"Lee Ingleby","1976-01-28",""
4749,"Lee J. Cobb","1911-12-08","1976-02-11"
4750,"Lee Majors","1939-04-23",""
4751,"Lee Marvin","1924-02-19","1987-08-29"
4752,"Lee Norris","1982-04-19",""
4753,"Lee Remick","1935-12-14","1991-07-02"
4754,"Lee Scott","",""
4755,"Lee Tamahori","1950-04-22",""
4756,"Lee Tergesen","1965-07-08",""
4757,"Lee Toland Krieger","",""
4758,"Lee Unkrich","1967-08-08",""
4759,"Lee Ving","",""
4760,"Leehom Wang","1976-05-17",""
4761,"Leigh Whannell","1977-01-17",""
4762,"Leighton Meester","1986-04-09",""
4763,"Leila Arcieri","1973-12-18",""
4764,"Leila Hatami","1972-10-01",""
4765,"Lela Rochon","1964-04-17",""
4766,"Leland Orser","1960-08-06",""
4767,"Leleti Khumalo","1970-03-30",""
4768,"Lemmy","1945-12-24","2015-12-28"
4769,"Len Cariou","1939-09-30",""
4770,"Len Wiseman","1973-03-04",""
4771,"Lena Dunham","1986-05-13",""
4772,"Lena Endre","1955-07-08",""
4773,"Lena Horne","1917-06-30","2010-05-09"
4774,"Lena Olin","1955-03-22",""
4775,"Lenny Abrahamson","1966-11-30",""
4776,"Lenny Venito","",""
4777,"Lenore Zann","1959-11-22",""
4778,"Leo Fitzpatrick","1978-08-10",""
4779,"Leo G. Carroll","1886-10-25","1972-10-16"
4780,"Leo Howard","",""
4781,"Leo McKern","1920-03-16","2002-07-23"
4782,"Leo Rossi","1946-06-26",""
4783,"Leon","1962-03-08",""
4784,"Leon Ford","",""
4785,"Leon Ichaso","1948-08-03",""
4786,"Leon Isaac Kennedy","1949-01-01",""
4787,"Leon Rippy","1949-10-30",""
4788,"LÃ©on Schwartzenberg","",""
4789,"Leonard Farlinger","",""
4790,"Leonard Nimoy","1931-03-26","2015-02-27"
4791,"Leonard Roberts","1969-02-28",""
4792,"Leonardo DiCaprio","1974-11-11",""
4793,"Leonid Yarmolnik","1954-01-22",""
4794,"Leonie Benesch","1991-04-22",""
4795,"Leonor Varela","1972-12-29",""
4796,"Leonor Watling","1975-07-28",""
4797,"Leopold Stokowski","1882-04-18","1977-09-13"
4798,"Leos Carax","1960-11-22",""
4799,"Les Mayfield","",""
4800,"Lesley Ann Warren","1946-08-16",""
4801,"Lesley Manville","1956-03-12",""
4802,"Lesley Sharp","1960-04-03",""
4803,"Lesley-Anne Down","1954-03-17",""
4804,"Leslie Bibb","1974-11-17",""
4805,"Leslie Carlson","1933-02-24","2014-05-03"
4806,"Leslie Caron","1931-07-01",""
4807,"Leslie H. Martinson","1915-01-16","2016-09-03"
4808,"Leslie Hope","1965-05-06",""
4809,"Leslie Jordan","1955-04-29",""
4810,"Leslie Small","",""
4811,"Leslye Headland","1980-11-26",""
4812,"Lester Speight","1963-01-07",""
4813,"Leticia BrÃ©dice","1972-08-26",""
4814,"Levan Gabriadze","1969-11-16",""
4815,"LeVar Burton","1957-02-16",""
4816,"Leven Rambin","1990-05-17",""
4817,"Levon Helm","1940-05-26","2012-04-19"
4818,"Lew Temple","1967-10-02",""
4819,"Lewis Gilbert","1934-06-06","2011-10-31"
4820,"Lex Barker","",""
4821,"Lex Shrapnel","1979-10-06",""
4822,"Lexa Doig","1973-06-08",""
4823,"Lexi Alexander","1974-08-23",""
4824,"Lexie Contursi","1989-09-18",""
4825,"Lhakpa Dorji","",""
4826,"Li Gong","1965-12-31",""
4827,"Li Jun Li","",""
4828,"Li Zhang","",""
4829,"Lia Tucker","",""
4830,"Liam Aiken","1990-01-07",""
4831,"Liam James","1950-09-21",""
4832,"Liam Neeson","1952-06-07",""
4833,"Liane Balaban","1980-06-24",""
4834,"Libby Villari","",""
4835,"Lijun Sun","",""
4836,"Lil' Wayne","1982-09-27",""
4837,"Lila Kedrova","1918-10-09","2000-02-16"
4838,"Lili Taylor","1967-02-20",""
4839,"Liliana Cavani","1933-01-12",""
4840,"Lillete Dubey","1954-05-13",""
4841,"Lilli Lavine","",""
4842,"Lillian Adams","1922-05-13","2011-05-25"
4843,"Lillian Gish","1893-10-14","1993-02-27"
4844,"Lillo Brancato","1976-03-30",""
4845,"Lily Atkinson","",""
4846,"Lily Cole","1987-12-27",""
4847,"Lily James","1989-04-05",""
4848,"Lily Rabe","1982-06-29",""
4849,"Lily Tomlin","1939-09-01",""
4850,"Lin Shaye","1943-10-12",""
4851,"Lina Esco","1985-05-14",""
4852,"Lincoln Hoppe","1971-06-05",""
4853,"Linda Blair","1959-01-22",""
4854,"Linda Cardellini","1975-06-25",""
4855,"Linda Fiorentino","1958-03-09",""
4856,"Linda Harrison","1945-07-26",""
4857,"Linda Kozlowski","1958-01-07",""
4858,"Linda Lovelace","1949-01-10","2002-04-22"
4859,"Linda Mendoza","",""
4860,"Linden Ashby","1960-05-23",""
4861,"Lindsay Duncan","1950-11-07",""
4862,"Lindsay Felton","1984-12-04",""
4863,"Lindsay Kay Hayward","1987-07-28",""
4864,"Lindsay MacDonald","1997-09-22",""
4865,"Lindsay Price","1976-12-06",""
4866,"Lindsay Sloane","1977-08-08",""
4867,"Lindsay Wagner","1949-06-22",""
4868,"Lindsey Haun","1984-11-21",""
4869,"Lindy Booth","1979-04-02",""
4870,"Linnea Quigley","1958-05-27",""
4871,"Lino Facioli","2000-07-29",""
4872,"Linus Roache","1964-02-01",""
4873,"Lionel Abelanski","1964-10-22",""
4874,"Lionel Barrymore","1878-04-28","1954-11-15"
4875,"Lionel C. Martin","",""
4876,"Lior Ashkenazi","",""
4877,"Lisa Ann","1972-05-09",""
4878,"Lisa Ann Walter","1963-08-03",""
4879,"Lisa Arnold","",""
4880,"Lisa Azuelos","1965-11-06",""
4881,"Lisa Bonet","1967-11-16",""
4882,"Lisa Brave","",""
4883,"Lisa Cholodenko","1964-06-05",""
4884,"Lisa Edelstein","1966-05-21",""
4885,"Lisa Gaye","1964-03-25",""
4886,"Lisa Kay","1971-02-11",""
4887,"Lisa Ortiz","1974-12-11",""
4888,"Lisa Pelikan","1954-07-12",""
4889,"Lisa Ray","1972-04-04",""
4890,"Lisa Wilcox","1964-04-27",""
4891,"LisaGay Hamilton","1964-03-25",""
4892,"Lisanne Pajot","",""
4893,"LisaRaye McCoy","1966-09-23",""
4894,"Liv Ullmann","1938-12-16",""
4895,"Livingston Oden","",""
4896,"Livvy Stubenrauch","",""
4897,"Liya Kebede","1978-03-01",""
4898,"Liz Friedlander","",""
4899,"Liz Mullane","",""
4900,"Liza Lapira","",""
4901,"Liza Minnelli","1946-03-12",""
4902,"Lizzie BrocherÃ©","1985-03-22",""
4903,"Ljubomir Kerekes","1960-01-16",""
4904,"LL Cool J","1968-01-14",""
4905,"Lloyd Avery II","1969-06-21","2005-09-04"
4906,"Lloyd Bacon","1889-12-04","1955-11-15"
4907,"Lloyd Bridges","1913-01-15","1998-03-10"
4908,"Lloyd Kaufman","1945-12-30",""
4909,"LluÃ­s QuÃ­lez","1978-12-08",""
4910,"Loanne Bishop","1955-11-10",""
4911,"Lobo Sebastian","",""
4912,"Lochlyn Munro","1966-02-12",""
4913,"Logan Browning","1989-06-09",""
4914,"Logan Lerman","1992-01-19",""
4915,"Lois Chiles","1947-04-15",""
4916,"Lois Maxwell","1927-02-14","2007-09-29"
4917,"Lois Smith","1930-11-03",""
4918,"Lola DueÃ±as","1971-10-06",""
4919,"Lola Glaudini","1971-11-24",""
4920,"Lolita Davidovich","1961-07-15",""
4921,"Lon Chaney Jr.","1906-02-10","1973-07-12"
4922,"Lone Scherfig","1959-05-02",""
4923,"Long Nguyen","",""
4924,"Lorelei Linklater","1994-05-29",""
4925,"Lorene Scafaria","",""
4926,"Loretta Devine","1949-08-21",""
4927,"Lori Petty","1963-10-14",""
4928,"Lori Silverbush","",""
4929,"Lori Singer","1957-11-06",""
4930,"Lorna Raver","1943-10-09",""
4931,"Lorne Cardinal","",""
4932,"Lorraine Bracco","1954-10-02",""
4933,"Lorraine Stanley","1976-06-28",""
4934,"Lorraine Toussaint","1960-04-04",""
4935,"Lorraine Ziff","",""
4936,"Lotte Verbeek","1982-06-24",""
4937,"Lou Adler","1933-12-13",""
4938,"Lou Perryman","1941-08-15","2009-04-01"
4939,"Lou Romano","1972-04-15",""
4940,"Lou Saliba","",""
4941,"Lou Taylor Pucci","1985-07-27",""
4942,"Louis C.K.","1967-09-12",""
4943,"Louis Ferreira","1966-02-20",""
4944,"Louis Herthum","1956-07-05",""
4945,"Louis Jourdan","1921-06-19","2015-02-14"
4946,"Louis Koo","1970-10-21",""
4947,"Louis Leterrier","1973-06-17",""
4948,"Louis Lombardi","",""
4949,"Louis Mandylor","1966-09-13",""
4950,"Louis Morneau","",""
4951,"Louis Mustillo","1958-05-28",""
4952,"Louis Ozawa Changchien","",""
4953,"Louis Walsh","1952-08-05",""
4954,"Louisa Milwood-Haigh","",""
4955,"Louise Beavers","1902-03-08","1962-10-26"
4956,"Louise Bourgoin","1981-11-28",""
4957,"Louise Brealey","1979-03-27",""
4958,"Louise Brooks","1946-10-23","2012-09-02"
4959,"Louise Fletcher","1934-07-22",""
4960,"Louise Lasser","1939-04-11",""
4961,"Louise Sorel","1940-08-06",""
4962,"Lowell Sherman","1888-10-11","1934-12-28"
4963,"Lubna Azabal","",""
4964,"Luc Besson","1959-03-18",""
4965,"Luc Jacquet","1967-12-05",""
4966,"Luca Guadagnino","",""
4967,"Lucas Bryant","1978-09-28",""
4968,"Lucas Grabeel","1984-11-23",""
4969,"Lucile Hadzihalilovic","1961-05-07",""
4970,"Lucille Ball","1911-08-06","1989-04-26"
4971,"Lucille La Verne","1872-11-07","1945-03-04"
4972,"Lucio Fulci","1927-06-17","1996-03-13"
4973,"Lucky McKee","1975-11-01",""
4974,"Lucrecia Martel","1966-12-14",""
4975,"Lucy","1911-08-06","1989-04-26"
4976,"Lucy Boynton","",""
4977,"Lucy Fry","",""
4978,"Lucy Gaskell","1980-07-10",""
4979,"Lucy Gordon","1980-05-22","2009-05-20"
4980,"Ludger Pistor","1959-03-16",""
4981,"Ludivine Sagnier","1979-07-03",""
4982,"Luenell","1959-03-12",""
4983,"Luigi Pistilli","1929-07-19","1996-04-21"
4984,"Luis Antonio","1961-02-25",""
4985,"Luis E. Carazo","",""
4986,"Luis Llosa","",""
4987,"Luis Mandoki","",""
4988,"Luis Miranda","1969-12-15",""
4989,"Luis Rosado","",""
4990,"Luis Sanchez","1934-02-02",""
4991,"Luis Tosar","1971-10-13",""
4992,"Luis Valdez","1940-06-26",""
4993,"Luisa D'Oliveira","1986-10-06",""
4994,"Luisa Ranieri","1973-12-16",""
4995,"Lukas Haas","1976-04-16",""
4996,"Lukas Moodysson","1969-01-17",""
4997,"Luke Benward","1995-05-12",""
4998,"Luke Bracey","",""
4999,"Luke Dye","",""
5000,"Luke Edwards","1980-03-24",""
5001,"Luke Ford","1981-03-26",""
5002,"Luke Greenfield","1972-02-05",""
5003,"Luke Grimes","1984-01-21",""
5004,"Luke Kirby","1978-06-21",""
